gender,past_3_years_bike_related_purchases,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,postcode,state,property_valuation,age,month,Age_class,N_transactions,online_orders,approved_orders,avg_price,avg_cost,profit,lastest_purchase_days_ago,Giant_Bicycles,Norco_Bicycles,OHM_Bicycles,Solex,Trek_Bicycles,WeareA2B,Mountain,Road,Standard,Touring,high_class,low_class,medium_class,large_size,medium_size,small_size,earliest_purchase_days_ago,profit_class,frequency,recency,fav_brand
Female,89.0,Executive Secretary,Retail,Affluent Customer,0.0,1.0,1.0,2126.0,NSW,11.0,22.0,11.0,0,6,2,6,982.9266666666666,584.4449999999999,2390.89,68,0,0,1,2,2,1,0,3,3,0,1,2,3,2,3,1,249,Silver,3,2,Solex
Male,67.0,Programmer II,Financial Services,Affluent Customer,0.0,1.0,6.0,2086.0,NSW,11.0,26.0,2.0,0,5,3,5,1122.572,384.0,3692.8599999999997,12,1,1,1,0,2,0,0,0,5,0,1,2,2,1,4,0,318,Platinum,2,5,Trek_Bicycles
Male,80.0,Senior Developer,Financial Services,Affluent Customer,0.0,0.0,12.0,2075.0,NSW,11.0,58.0,1.0,3,7,4,7,1085.3028571428572,751.6542857142857,2335.54,35,1,1,1,1,3,0,0,2,5,0,3,0,4,2,4,1,292,Silver,4,3,Trek_Bicycles
Female,48.0,VP Marketing,Entertainment,High Net Worth,0.0,0.0,17.0,4825.0,QLD,2.0,67.0,9.0,4,8,5,8,1135.35625,537.7025,4781.23,52,0,2,0,2,3,1,1,2,5,0,1,3,4,2,4,2,354,Diamond,5,3,Trek_Bicycles
Female,50.0,Biostatistician IV,Property,Affluent Customer,0.0,1.0,14.0,3020.0,VIC,8.0,49.0,5.0,2,7,2,7,1258.6771428571428,550.1571428571428,4959.639999999999,43,2,1,0,0,3,1,0,0,7,0,2,0,5,1,6,0,341,Diamond,4,3,Trek_Bicycles
U,31.0,Software Test Engineer I,IT,High Net Worth,0.0,1.0,16.0,2176.0,NSW,10.0,46.5,6.0,2,2,1,2,401.44,356.33,90.22,125,0,0,1,0,0,1,0,1,1,0,0,0,2,0,2,0,267,Bronze,1,1,OHM_Bicycles
Male,79.0,Business Systems Development Analyst,IT,Affluent Customer,0.0,0.0,7.0,2445.0,NSW,7.0,38.0,7.0,1,5,5,5,1168.6480000000001,377.614,3955.17,13,1,0,0,2,1,1,0,1,4,0,0,1,4,1,4,0,275,Platinum,2,5,Solex
Male,15.0,Associate Professor,Manufacturing,High Net Worth,0.0,0.0,10.0,2770.0,NSW,7.0,50.0,1.0,3,10,4,10,1014.9329999999998,501.6549999999999,5132.78,13,1,1,0,6,0,2,0,2,8,0,1,1,8,2,8,0,280,Diamond,5,5,Solex
Female,69.0,VP Sales,IT,Mass Customer,0.0,1.0,2.0,4306.0,QLD,3.0,20.0,7.0,0,6,3,6,999.7950000000001,406.7266666666667,3558.4100000000003,29,0,0,1,1,2,2,0,1,4,1,2,0,4,0,6,0,262,Platinum,3,4,Trek_Bicycles
Male,59.0,VP Quality Control,Manufacturing,Mass Customer,0.0,1.0,3.0,4060.0,QLD,9.0,38.0,4.0,1,4,1,4,1030.22,484.3325,2183.55,138,2,0,1,0,1,0,0,2,2,0,0,0,4,1,3,0,320,Silver,1,1,Giant_Bicycles
Female,62.0,Structural Engineer,Property,Mass Customer,0.0,1.0,7.0,2144.0,NSW,7.0,33.0,9.0,1,4,2,4,1527.325,665.465,3447.44,146,3,0,0,0,0,1,0,1,2,1,0,0,4,1,3,0,357,Platinum,1,1,Giant_Bicycles
Male,89.0,VP Product Management,Manufacturing,High Net Worth,0.0,0.0,10.0,2065.0,NSW,10.0,56.0,9.0,3,7,6,7,907.6871428571428,445.2228571428572,3237.25,14,1,1,3,1,1,0,0,3,4,0,1,2,4,2,5,0,361,Gold,4,5,OHM_Bicycles
Female,25.0,Director of Sales,Retail,Affluent Customer,0.0,1.0,18.0,2148.0,NSW,8.0,44.0,12.0,2,7,3,7,1039.25,518.0600000000001,3648.33,40,1,1,3,1,0,1,0,2,4,1,0,0,7,2,3,2,324,Platinum,4,3,OHM_Bicycles
Male,10.0,Nurse,Manufacturing,Mass Customer,0.0,0.0,7.0,4053.0,QLD,8.0,29.0,3.0,0,9,3,9,728.4344444444445,266.6222222222222,4156.31,1,0,0,3,2,1,3,0,4,5,0,2,1,6,3,6,0,357,Platinum,5,5,OHM_Bicycles
Male,3.0,Administrative Officer,Property,High Net Worth,0.0,0.0,15.0,3064.0,VIC,7.0,60.0,1.0,4,4,3,4,1542.4050000000002,386.82000000000005,4622.34,239,1,0,2,0,0,1,0,0,4,0,0,0,4,1,3,0,306,Diamond,1,1,OHM_Bicycles
Male,99.0,Geologist III,Manufacturing,Mass Customer,0.0,0.0,12.0,3030.0,VIC,8.0,34.0,1.0,1,4,2,4,1119.2975000000001,619.71,1998.35,19,0,1,1,0,0,2,0,0,4,0,2,1,1,0,4,0,313,Silver,1,4,WeareA2B
Male,98.0,Quality Control Specialist,Property,Mass Customer,0.0,1.0,9.0,2217.0,NSW,8.0,37.0,9.0,1,2,0,2,820.15,330.77,978.76,5,0,0,0,1,0,1,0,0,2,0,0,0,2,0,2,0,190,Bronze,1,5,Solex
Male,36.0,Dental Hygienist,Health,High Net Worth,0.0,0.0,10.0,2176.0,NSW,10.0,49.0,8.0,2,7,2,7,1450.36,813.4,4458.72,11,2,2,1,0,2,0,0,2,5,0,1,0,6,2,3,2,359,Platinum,4,5,Giant_Bicycles
Female,87.0,Speech Pathologist,Manufacturing,Mass Customer,0.0,0.0,8.0,2040.0,NSW,11.0,47.0,1.0,2,6,6,6,1159.0616666666667,752.685,2438.2599999999998,89,0,1,1,2,2,0,1,3,2,0,1,1,4,2,3,1,339,Gold,3,2,Solex
Male,40.0,Senior Developer,Health,Mass Customer,0.0,0.0,19.0,2428.0,NSW,7.0,41.0,6.0,2,4,2,3,842.9499999999999,462.735,1520.8599999999997,127,0,2,0,0,2,0,1,1,2,0,1,1,2,1,3,0,333,Bronze,1,1,Norco_Bicycles
Female,11.0,Business Systems Development Analyst,Manufacturing,Mass Customer,0.0,0.0,17.0,2233.0,NSW,10.0,43.0,4.0,2,12,4,12,896.7741666666666,332.5875,6770.240000000002,25,1,3,1,0,3,4,0,4,7,1,1,4,7,0,11,1,353,Diamond,5,4,WeareA2B
Male,19.0,VP Marketing,IT,Mass Customer,0.0,0.0,6.0,2326.0,NSW,3.0,32.0,1.0,1,4,2,4,1100.9450000000002,365.6775,2941.0699999999997,98,1,1,1,0,0,1,1,1,1,1,1,1,2,3,0,1,321,Gold,1,2,Giant_Bicycles
Female,9.0,Structural Engineer,Financial Services,Mass Customer,0.0,1.0,5.0,3214.0,VIC,2.0,61.0,11.0,4,4,2,4,1057.5675,255.775,3207.1700000000005,13,1,0,0,1,0,2,0,0,4,0,1,0,3,0,4,0,270,Gold,1,5,WeareA2B
Female,38.0,Senior Developer,IT,High Net Worth,0.0,1.0,7.0,2528.0,NSW,8.0,43.0,3.0,2,5,1,4,1118.8220000000001,634.33,2422.46,199,1,0,0,2,2,0,0,0,5,0,1,0,4,2,3,0,356,Gold,2,1,Solex
Male,25.0,VP Sales,Retail,Affluent Customer,0.0,1.0,12.0,4213.0,QLD,9.0,51.0,9.0,3,2,1,2,1514.4450000000002,832.42,1364.0500000000002,96,1,1,0,0,0,0,0,0,2,0,0,0,2,1,0,1,223,Bronze,1,2,Giant_Bicycles
Male,52.0,VP Accounting,Financial Services,Mass Customer,0.0,0.0,17.0,2009.0,NSW,9.0,63.0,10.0,4,6,2,6,1288.2733333333333,654.9633333333333,3799.8600000000006,80,1,2,0,1,1,1,0,3,2,1,1,0,5,2,3,1,348,Platinum,3,2,Norco_Bicycles
Male,65.0,Registered Nurse,Health,Mass Customer,0.0,0.0,17.0,3352.0,VIC,4.0,52.0,8.0,3,3,1,3,1390.17,721.4433333333333,2006.1800000000003,11,1,1,0,1,0,0,0,0,3,0,2,0,1,1,2,0,109,Silver,1,5,Giant_Bicycles
Female,67.0,Software Consultant,Manufacturing,Mass Customer,0.0,0.0,7.0,4077.0,QLD,6.0,43.0,9.0,2,5,0,5,1340.882,646.434,3472.24,139,1,2,1,0,0,1,0,2,3,0,0,0,5,3,2,0,328,Platinum,2,1,Norco_Bicycles
Female,84.0,Quality Engineer,Health,Mass Customer,0.0,1.0,1.0,2156.0,NSW,12.0,22.0,8.0,0,5,3,5,1493.714,698.2239999999999,3977.45,5,0,0,0,3,1,1,0,2,3,0,1,0,4,2,2,1,269,Platinum,2,5,Solex
Female,15.0,VP Sales,Financial Services,High Net Worth,0.0,0.0,15.0,2075.0,NSW,11.0,36.0,7.0,1,9,3,8,1028.3366666666668,447.81555555555565,5224.6900000000005,55,1,0,2,2,3,1,0,3,5,1,0,1,8,3,5,1,314,Diamond,5,3,Trek_Bicycles
Female,3.0,Marketing Manager,Manufacturing,Mass Customer,0.0,1.0,13.0,2760.0,NSW,8.0,61.0,7.0,4,9,6,9,1483.0588888888888,462.08444444444444,9188.77,33,2,0,2,1,3,1,0,2,7,0,1,1,7,4,5,0,362,Diamond,5,4,Trek_Bicycles
Female,45.0,Paralegal,Financial Services,Affluent Customer,0.0,1.0,21.0,4209.0,QLD,7.0,45.0,4.0,2,1,1,1,1289.85,74.51,1215.34,279,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,279,Bronze,1,1,Solex
Female,22.0,Financial Advisor,Financial Services,High Net Worth,0.0,0.0,13.0,2204.0,NSW,8.0,60.0,4.0,4,7,3,6,1260.0814285714284,471.90857142857146,5517.210000000001,57,1,1,1,3,1,0,0,2,5,0,0,2,5,2,5,0,350,Diamond,4,3,Solex
Male,21.0,Assistant Professor,Manufacturing,High Net Worth,0.0,0.0,5.0,2217.0,NSW,8.0,59.0,2.0,3,6,3,5,1233.9600000000003,540.1316666666667,4162.97,65,0,1,1,2,0,2,1,0,4,1,2,1,3,1,3,2,344,Platinum,3,2,Solex
Female,22.0,Business Systems Development Analyst,Manufacturing,Mass Customer,0.0,1.0,5.0,2176.0,NSW,10.0,66.0,6.0,4,4,1,4,1120.875,596.0250000000001,2099.3999999999996,6,1,2,0,0,1,0,0,2,2,0,0,1,3,0,4,0,219,Silver,1,5,Norco_Bicycles
Female,8.0,Geological Engineer,Manufacturing,Affluent Customer,0.0,0.0,20.0,2009.0,NSW,12.0,61.0,6.0,4,6,5,6,1229.4883333333332,206.045,6140.659999999999,51,1,0,1,1,0,3,0,0,6,0,0,2,4,0,6,0,352,Diamond,3,3,WeareA2B
Male,5.0,Business Systems Development Analyst,Retail,Mass Customer,0.0,1.0,8.0,4655.0,QLD,3.0,65.0,11.0,4,9,8,9,783.5644444444445,449.13222222222225,3009.8900000000003,58,2,0,1,4,0,2,0,1,8,0,1,0,8,1,7,1,359,Gold,5,3,Solex
Male,7.0,Business Systems Development Analyst,Financial Services,Affluent Customer,0.0,1.0,11.0,4551.0,QLD,7.0,42.0,5.0,2,6,2,6,1287.8333333333333,464.3033333333333,4941.179999999999,5,1,1,0,2,1,1,0,1,5,0,2,1,3,2,4,0,326,Diamond,3,5,Solex
Male,12.0,Business Systems Development Analyst,Manufacturing,Mass Customer,0.0,1.0,22.0,2106.0,NSW,11.0,25.0,8.0,0,4,2,4,1312.1475,561.9725,3000.7,1,1,0,1,2,0,0,0,0,4,0,1,0,3,0,4,0,202,Gold,1,5,Solex
Male,46.0,Administrative Assistant III,Retail,High Net Worth,0.0,0.0,7.0,2327.0,NSW,3.0,40.0,9.0,2,9,5,9,1352.448888888889,734.2677777777778,5563.63,0,1,2,1,3,1,1,0,2,7,0,3,1,5,2,4,3,312,Diamond,5,5,Solex
Female,65.0,Biostatistician IV,Property,High Net Worth,0.0,0.0,22.0,2763.0,NSW,8.0,35.0,3.0,1,2,1,2,914.7449999999999,400.515,1028.46,54,1,1,0,0,0,0,0,2,0,0,0,0,2,0,2,0,245,Bronze,1,3,Giant_Bicycles
Female,99.0,Accounting Assistant IV,Manufacturing,Affluent Customer,0.0,1.0,15.0,3182.0,VIC,8.0,61.0,10.0,4,6,6,6,1148.21,313.7133333333333,5006.98,16,0,1,0,1,1,3,0,1,5,0,0,0,6,0,6,0,360,Diamond,3,4,WeareA2B
Female,99.0,Database Administrator I,Argiculture,High Net Worth,0.0,0.0,7.0,4702.0,QLD,1.0,43.0,2.0,2,7,3,7,1078.1399999999999,558.8571428571428,3634.98,120,0,3,0,0,2,2,0,0,7,0,2,2,3,1,5,1,331,Platinum,4,1,Norco_Bicycles
Female,21.0,Graphic Designer,Manufacturing,High Net Worth,0.0,0.0,12.0,3181.0,VIC,10.0,44.0,2.0,2,4,3,4,675.535,300.475,1500.24,170,0,0,0,2,2,0,0,3,1,0,0,0,4,1,3,0,273,Bronze,1,1,Solex
Female,17.0,Statistician II,Financial Services,Mass Customer,0.0,0.0,17.0,3037.0,VIC,9.0,62.0,1.0,4,11,5,11,1016.2927272727272,482.1890909090909,5875.14,5,2,3,0,2,1,3,0,3,8,0,2,0,9,3,6,2,318,Diamond,5,5,Norco_Bicycles
Female,71.0,Technical Writer,Manufacturing,High Net Worth,0.0,0.0,4.0,4500.0,QLD,4.0,38.0,1.0,1,6,4,6,1400.6083333333333,755.985,3867.7400000000007,132,1,0,1,1,0,3,0,1,4,1,1,1,4,1,3,2,343,Platinum,3,1,WeareA2B
Male,67.0,Junior Executive,Retail,Mass Customer,0.0,0.0,18.0,4104.0,QLD,7.0,44.0,8.0,2,5,1,5,1395.368,702.2860000000001,3465.4100000000003,42,1,0,2,2,0,0,0,2,3,0,1,0,4,2,3,0,311,Platinum,2,3,OHM_Bicycles
Male,55.0,Clinical Specialist,Health,Affluent Customer,0.0,0.0,16.0,3186.0,VIC,12.0,57.0,6.0,3,5,3,5,825.164,460.564,1823.0,9,1,1,1,0,1,1,0,2,3,0,1,2,2,0,4,1,294,Silver,2,5,Giant_Bicycles
Male,99.0,VP Marketing,Health,Mass Customer,0.0,1.0,18.0,4701.0,QLD,3.0,51.0,5.0,3,5,2,5,1174.228,508.82,3327.0400000000004,106,0,1,1,1,1,1,1,0,3,1,1,2,2,1,3,1,296,Platinum,2,1,Norco_Bicycles
Male,66.0,Technical Writer,Retail,Mass Customer,0.0,1.0,12.0,2170.0,NSW,9.0,43.0,3.0,2,4,1,4,1217.5149999999999,699.5425,2071.89,215,1,2,0,1,0,0,0,1,3,0,1,1,2,1,3,0,332,Silver,1,1,Norco_Bicycles
Male,91.0,Food Chemist,Health,High Net Worth,0.0,1.0,12.0,2570.0,NSW,9.0,51.0,12.0,3,5,3,5,1223.018,771.16,2259.2900000000004,90,0,3,0,2,0,0,0,0,5,0,2,2,1,0,3,2,330,Silver,2,2,Norco_Bicycles
Male,81.0,Registered Nurse,Health,Mass Customer,0.0,0.0,17.0,2153.0,NSW,10.0,41.0,5.0,2,8,7,8,1202.75625,734.78125,3743.8,30,0,2,3,0,1,2,1,1,6,0,1,2,5,0,6,2,339,Platinum,5,4,OHM_Bicycles
Female,23.0,Account Representative I,Manufacturing,High Net Worth,0.0,0.0,8.0,2835.0,NSW,1.0,64.0,8.0,4,5,3,5,1031.784,245.00799999999998,3933.88,159,0,0,0,2,1,2,0,0,4,1,1,0,4,1,4,0,363,Platinum,2,1,Solex
U,32.0,Software Test Engineer IV,IT,Mass Customer,0.0,1.0,13.0,4509.0,QLD,7.0,38.0,7.5,1,6,0,6,1726.8450000000003,746.85,5879.97,51,0,0,1,2,0,3,0,0,5,1,1,0,5,1,5,0,359,Diamond,3,3,WeareA2B
Female,0.0,Recruiting Manager,Manufacturing,Mass Customer,0.0,0.0,8.0,2318.0,NSW,7.0,39.0,12.0,1,8,5,8,1278.50875,687.10875,4731.199999999999,4,2,2,1,0,1,2,0,2,5,1,1,1,6,3,4,1,333,Diamond,5,5,Giant_Bicycles
Female,69.0,Business Systems Development Analyst,Manufacturing,Mass Customer,0.0,0.0,10.0,3182.0,VIC,10.0,43.0,2.0,2,7,2,7,762.86,250.28285714285718,3588.04,20,1,0,3,0,1,2,1,0,5,1,1,2,4,1,6,0,351,Platinum,4,4,OHM_Bicycles
Female,30.0,Environmental Specialist,Financial Services,Mass Customer,0.0,1.0,9.0,3043.0,VIC,9.0,60.0,4.0,4,13,8,13,911.1876923076924,592.9692307692308,4136.84,8,2,2,1,3,3,2,1,5,7,0,2,5,6,1,8,4,348,Platinum,5,5,Solex
Female,87.0,Business Systems Development Analyst,Manufacturing,High Net Worth,0.0,1.0,10.0,3175.0,VIC,8.0,47.0,1.0,2,8,3,6,1012.1725000000001,701.21375,2487.67,18,3,1,0,2,1,1,0,2,6,0,2,2,4,1,6,1,312,Gold,5,4,Giant_Bicycles
Female,95.0,Environmental Tech,Manufacturing,Mass Customer,0.0,0.0,8.0,4558.0,QLD,4.0,47.0,4.0,2,4,2,4,1393.8525000000002,818.2175,2302.5400000000004,4,1,1,1,0,1,0,0,0,4,0,1,1,2,0,2,2,171,Silver,1,5,Giant_Bicycles
Female,73.0,Assistant Manager,Manufacturing,Mass Customer,0.0,1.0,5.0,3172.0,VIC,9.0,51.0,6.0,3,8,1,8,1510.3400000000001,813.31875,5576.17,19,1,1,0,2,4,0,0,5,3,0,2,0,6,4,2,2,359,Diamond,5,4,Trek_Bicycles
Female,67.0,Cost Accountant,Financial Services,Mass Customer,0.0,1.0,7.0,4556.0,QLD,8.0,29.0,2.0,0,3,2,3,1547.3999999999999,737.4933333333333,2429.72,227,0,0,0,1,2,0,0,0,3,0,0,0,3,1,1,1,265,Gold,1,1,Trek_Bicycles
Female,15.0,Computer Systems Analyst III,Manufacturing,Mass Customer,0.0,0.0,3.0,2505.0,NSW,9.0,31.0,8.0,1,6,4,5,1219.9766666666667,857.3866666666667,2175.54,65,2,1,2,0,0,1,0,3,3,0,1,1,4,2,2,2,339,Silver,3,2,Giant_Bicycles
Female,49.0,Account Executive,Manufacturing,High Net Worth,0.0,0.0,11.0,2145.0,NSW,10.0,64.0,7.0,4,3,1,3,1543.7700000000002,646.16,2692.83,3,1,0,1,0,0,1,0,0,3,0,1,0,2,0,3,0,243,Gold,1,5,Giant_Bicycles
Female,15.0,Human Resources Assistant IV,Manufacturing,High Net Worth,0.0,0.0,17.0,2115.0,NSW,11.0,61.0,8.0,4,6,3,6,1111.4333333333334,535.62,3454.88,162,2,0,1,2,1,0,0,1,5,0,1,0,5,2,4,0,349,Platinum,3,1,Giant_Bicycles
Female,69.0,Senior Editor,Financial Services,Mass Customer,0.0,0.0,13.0,2067.0,NSW,12.0,48.0,6.0,2,5,3,5,1117.2379999999998,610.8459999999999,2531.96,11,1,1,0,2,0,1,0,0,5,0,0,0,5,2,2,1,310,Gold,2,5,Solex
Female,38.0,Legal Assistant,Health,Affluent Customer,0.0,1.0,19.0,2469.0,NSW,1.0,41.0,12.0,2,7,3,7,968.4057142857143,553.6671428571428,2903.17,1,2,0,0,2,2,1,0,0,6,1,3,0,4,1,5,1,342,Gold,4,5,Giant_Bicycles
Female,5.0,Business Systems Development Analyst,Manufacturing,Mass Customer,0.0,0.0,4.0,2705.0,NSW,3.0,40.0,7.0,2,9,2,9,1149.697777777778,693.4333333333334,4106.379999999999,15,2,1,2,2,1,1,0,3,5,1,1,1,7,4,3,2,353,Platinum,5,4,Giant_Bicycles
Female,6.0,Business Systems Development Analyst,IT,Mass Customer,0.0,1.0,17.0,4127.0,QLD,2.0,34.0,10.0,1,2,2,2,707.755,481.01500000000004,453.47999999999996,119,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,343,Bronze,1,1,Giant_Bicycles
Female,83.0,Pharmacist,Health,Mass Customer,0.0,0.0,11.0,3196.0,VIC,7.0,64.0,5.0,4,3,1,3,1431.3799999999999,699.2633333333333,2196.3500000000004,27,0,1,0,2,0,0,0,0,2,1,1,0,2,2,1,0,358,Silver,1,4,Solex
Male,68.0,Senior Cost Accountant,Financial Services,High Net Worth,0.0,0.0,1.0,2450.0,NSW,7.0,24.0,1.0,0,3,2,3,1270.74,954.2133333333335,949.5799999999999,98,0,1,2,0,0,0,0,2,1,0,1,0,2,0,2,1,284,Bronze,1,2,OHM_Bicycles
Male,76.0,Administrative Officer,IT,Mass Customer,0.0,1.0,15.0,3024.0,VIC,7.0,51.0,6.0,3,5,2,5,1315.5260000000003,990.7040000000001,1624.11,55,1,1,1,0,2,0,0,0,5,0,0,0,5,0,2,3,361,Silver,2,3,Trek_Bicycles
Male,2.0,Senior Financial Analyst,Financial Services,Mass Customer,0.0,1.0,14.0,4551.0,QLD,7.0,51.0,10.0,3,7,5,6,1236.2885714285715,789.7971428571428,3125.4399999999996,9,3,0,2,0,1,1,0,1,5,1,3,0,4,1,4,2,291,Gold,4,5,Giant_Bicycles
Male,93.0,Safety Technician I,Financial Services,High Net Worth,0.0,0.0,15.0,2164.0,NSW,9.0,63.0,1.0,4,2,2,2,238.66000000000003,179.0,119.32000000000002,147,0,0,0,1,0,1,0,1,1,0,0,0,2,0,2,0,305,Bronze,1,1,Solex
Male,63.0,Help Desk Technician,Financial Services,Mass Customer,0.0,1.0,17.0,2230.0,NSW,9.0,56.0,12.0,3,2,1,2,510.39,365.705,289.37,163,1,0,1,0,0,0,0,1,1,0,1,0,1,0,2,0,165,Bronze,1,1,Giant_Bicycles
Female,27.0,Office Assistant II,Argiculture,Mass Customer,0.0,0.0,9.0,2320.0,NSW,3.0,40.0,6.0,2,3,0,3,1833.0133333333333,911.4766666666666,2764.6099999999997,211,0,0,0,2,1,0,0,1,2,0,0,0,3,1,1,1,291,Gold,1,1,Solex
Male,14.0,Safety Technician IV,Manufacturing,High Net Worth,0.0,0.0,18.0,3028.0,VIC,7.0,43.0,12.0,2,5,1,5,1352.8780000000002,622.6719999999999,3651.0300000000007,16,1,0,0,1,1,2,0,1,4,0,1,0,4,1,3,1,331,Platinum,2,4,WeareA2B
Male,94.0,Programmer II,Financial Services,High Net Worth,0.0,0.0,2.0,2330.0,NSW,4.0,21.0,9.0,0,6,3,6,1275.8066666666666,665.7266666666666,3660.4800000000005,60,0,2,2,0,1,1,1,0,4,1,3,1,2,1,3,2,349,Platinum,3,2,Norco_Bicycles
Male,15.0,Biostatistician IV,Manufacturing,Mass Customer,0.0,0.0,16.0,4514.0,QLD,6.0,37.0,1.0,1,5,2,5,842.906,569.232,1368.3699999999997,34,1,0,0,1,3,0,0,0,5,0,1,1,3,0,3,2,212,Bronze,2,3,Trek_Bicycles
Female,69.0,Account Executive,Manufacturing,Affluent Customer,0.0,0.0,8.0,3136.0,VIC,9.0,31.0,11.0,1,10,4,10,998.8760000000002,379.44599999999997,6194.3,20,1,2,3,3,0,1,0,3,6,1,1,1,8,1,8,1,313,Diamond,5,4,OHM_Bicycles
Female,74.0,Programmer III,Telecommunications,High Net Worth,0.0,1.0,12.0,2575.0,NSW,8.0,51.0,5.0,3,5,2,5,1645.968,781.884,4320.42,132,1,0,0,1,2,1,0,2,3,0,0,1,4,2,2,1,328,Platinum,2,1,Trek_Bicycles
Male,38.0,Recruiter,Telecommunications,Mass Customer,0.0,0.0,21.0,4053.0,QLD,9.0,32.0,4.0,1,6,1,6,1287.6816666666666,513.1116666666667,4647.42,38,1,1,1,0,0,3,0,0,4,2,0,2,4,1,5,0,341,Diamond,3,3,WeareA2B
Female,82.0,Dental Hygienist,Health,High Net Worth,0.0,0.0,16.0,4740.0,QLD,2.0,51.0,12.0,3,6,4,6,912.1033333333331,529.825,2293.67,8,1,1,0,1,0,3,0,1,4,1,1,1,4,1,4,1,305,Silver,3,5,WeareA2B
Male,40.0,Senior Cost Accountant,Financial Services,High Net Worth,0.0,1.0,19.0,2570.0,NSW,8.0,61.0,10.0,4,7,2,7,1281.0057142857142,627.1828571428572,4576.76,63,0,0,3,2,1,1,0,2,5,0,1,1,5,1,5,1,328,Diamond,4,2,OHM_Bicycles
Male,34.0,Marketing Assistant,IT,Mass Customer,0.0,0.0,14.0,3088.0,VIC,9.0,42.0,5.0,2,5,1,5,857.6360000000001,377.72400000000005,2399.56,18,1,1,2,0,0,1,0,0,5,0,0,0,5,0,4,1,306,Silver,2,4,OHM_Bicycles
Female,71.0,General Manager,Manufacturing,Mass Customer,0.0,1.0,2.0,3966.0,VIC,2.0,23.0,3.0,0,10,7,9,1442.333,709.064,7332.6900000000005,20,1,2,1,1,2,3,0,2,8,0,1,0,9,3,5,2,346,Diamond,5,4,WeareA2B
Male,80.0,Senior Editor,Manufacturing,Affluent Customer,0.0,0.0,5.0,2260.0,NSW,12.0,45.0,1.0,2,7,4,7,1045.3514285714286,483.21,3934.9900000000002,17,1,1,1,2,1,1,0,3,4,0,0,0,7,1,5,1,317,Platinum,4,4,Solex
Male,94.0,Business Systems Development Analyst,Financial Services,Affluent Customer,0.0,0.0,18.0,2265.0,NSW,6.0,45.0,9.0,2,10,7,10,1161.725,486.462,6752.629999999999,14,2,0,3,1,3,1,0,1,8,1,1,2,7,2,7,1,354,Diamond,5,5,OHM_Bicycles
Female,31.0,Structural Analysis Engineer,Financial Services,Mass Customer,0.0,0.0,11.0,4405.0,QLD,1.0,42.0,1.0,2,8,0,8,926.9799999999999,634.2824999999999,2341.58,80,0,3,1,4,0,0,0,2,6,0,1,2,5,3,4,1,353,Silver,5,2,Solex
Male,29.0,Food Chemist,Health,High Net Worth,0.0,1.0,6.0,3912.0,VIC,7.0,49.0,11.0,2,5,3,5,1439.3539999999998,408.172,5155.91,23,1,0,0,1,1,2,0,0,5,0,0,2,3,1,4,0,302,Diamond,2,4,WeareA2B
Male,91.0,Project Manager,Financial Services,High Net Worth,0.0,1.0,13.0,2120.0,NSW,10.0,51.0,3.0,3,4,3,4,1695.5700000000002,883.2175,3249.41,3,1,2,0,0,1,0,0,0,4,0,1,0,3,2,0,2,338,Gold,1,5,Norco_Bicycles
Female,2.0,Biostatistician IV,IT,Affluent Customer,0.0,1.0,4.0,4701.0,QLD,4.0,28.0,7.0,0,2,1,2,970.5,524.25,892.5,64,0,1,1,0,0,0,0,1,1,0,0,0,2,0,2,0,142,Bronze,1,2,Norco_Bicycles
Female,41.0,Software Test Engineer IV,Property,Mass Customer,0.0,1.0,18.0,4133.0,QLD,3.0,35.0,11.0,1,3,2,3,1043.4199999999998,350.9866666666667,2077.2999999999997,12,0,0,0,1,2,0,0,1,2,0,1,0,2,1,2,0,341,Silver,1,5,Trek_Bicycles
Female,14.0,Account Representative II,Health,High Net Worth,0.0,1.0,18.0,2261.0,NSW,8.0,55.0,4.0,3,8,4,8,954.6400000000001,296.74875,5263.13,2,0,0,2,3,2,1,0,1,7,0,1,2,5,0,7,1,333,Diamond,5,5,Solex
Male,29.0,Human Resources Assistant III,Manufacturing,High Net Worth,0.0,0.0,14.0,4034.0,QLD,6.0,47.0,7.0,2,7,5,6,1084.2242857142858,657.0300000000001,2990.36,26,2,3,0,1,1,0,0,3,4,0,2,2,3,1,5,1,357,Gold,4,4,Norco_Bicycles
Male,98.0,Speech Pathologist,Property,Affluent Customer,0.0,1.0,12.0,2753.0,NSW,9.0,47.0,12.0,2,9,6,9,1234.5888888888887,702.2755555555556,4790.820000000001,6,2,2,1,3,0,1,0,0,9,0,1,0,8,2,5,2,323,Diamond,5,5,Solex
Female,64.0,Accounting Assistant I,Financial Services,Mass Customer,0.0,1.0,6.0,2164.0,NSW,8.0,27.0,5.0,0,4,1,4,1489.5275,565.42,3696.4300000000003,2,0,0,0,2,0,2,0,0,3,1,1,0,3,1,3,0,296,Platinum,1,5,Solex
Female,91.0,Internal Auditor,Manufacturing,Affluent Customer,0.0,0.0,17.0,4128.0,QLD,6.0,49.0,1.0,2,4,1,4,1246.8675,499.4575,2989.6400000000003,33,0,0,0,4,0,0,0,0,4,0,0,2,2,0,4,0,280,Gold,1,4,Solex
